path,size_bytes,sha256
software-fixture-final/exported-evidence/upstream/prepare/hashes.csv,689,f2aa3e639326e4625c2006de36197b013fac71f74ff67e3883749f0b0184f05c
software-fixture-final/exported-evidence/upstream/prepare/provenance.json,5750,1ab52cc615b7148597909db7bb358fe28d5d8ca4ff3b4049c86ca10b90d8c4c8
software-fixture-final/exported-evidence/upstream/prepare/qrels.json,63,7957c74914441dfac3de7b122b10ca95107b40aa46527ec15d6bbfdbdb8ad9c9
software-fixture-final/exported-evidence/upstream/prepare/queries.json,114,f1f9111670b58759a5338a2323ae60fe97791b2e5dc8a80764f847c4dfd4c752
software-fixture-final/exported-evidence/upstream/prepare/receipt.json,1716,33b44f918befc779402a93868bd0b72f14352b04ce11436e6b9591755516570a
software-fixture-final/exported-evidence/upstream/prepare/resolved_config.json,2676,5c76fd80b6a0a5ec7925930a3e662a480a8059076644cf749ad5b91f653b9f21
software-fixture-final/exported-evidence/upstream/prepare/run.log,99,1af3810616a9ac1e493b23175032f9892a91e22a161c04b3f7eb2424482a2c45
software-fixture-final/exported-evidence/upstream/prepare/status.json,158,a543dc5c51e9796dbb1358b0f5c9a2041192bc174c817b432835e67b4336af15
software-fixture-final/exported-evidence/upstream/visual/hashes.csv,525,19a9e50f0d8b2af60911559954e8750bd49362832d96339839577e9fe8798cdd
software-fixture-final/exported-evidence/upstream/visual/provenance.json,5837,f55babcd342a17432384b4062360a15dd44cf92d13d20e2e3f3ac1f9e70dd949
software-fixture-final/exported-evidence/upstream/visual/receipt.json,1493,1952dffdd636ca28faabb7bcaa86a4a17b8b6eb4de13859bbaecafa7da5755b8
software-fixture-final/exported-evidence/upstream/visual/resolved_config.json,2676,5c76fd80b6a0a5ec7925930a3e662a480a8059076644cf749ad5b91f653b9f21
software-fixture-final/exported-evidence/upstream/visual/run.log,98,14be4e22ad5eded6482788d24ba937b264a78578d91b2c15f18dedb60d778dd2
software-fixture-final/exported-evidence/upstream/visual/scores.json,265,fa271cb554c0468cfbafdef0170b82527819717e7c502c6276836f6621235ab6
software-fixture-final/exported-evidence/upstream/visual/status.json,158,3bbcdfd251948fe1d3db3604227610a6d65fedcf37e40f35306218c1f5820f4b
source.json,6152,aeb4c64396178dd0273965747ceec47abb3fc40ca32af1e68ce4360b53ce1322
status.json,338,678ca5e7fad4cfbbed751a76404a01922dbb93c934319a3844be7ad32b17365b
tests-final.log,7536,02490f9f990330dbbb1787d19c432e65bf1031fe779570c40d26ee01e61dadcb
tests.log,7193,c1001f92487ca699aea54f9fb86c7aa19d80af58333f4da0f67d00589660664f
windows-lock-before.json,378,b6f550f71aa6b5a2d613b54c73248d767e53ab94160e0fa95c1e6b26e0e3953a
windows-lock-before.log,2055,b0e043d4ebde11a9a6205c7451cade302098e6305150ac0e1dc1161e43b98492
